instruction,input,output,section,source
Identify the legal topic of the following clause.,"or (b) where the standard rent or fair rent is not so fixed, then subject to the provisions of sections 6 and 8,— (i) the rent at which the premises were let on the 1st day of October 1987;",tenancy law,Section 18,eng_maharashtra_rent_control_ac.pdf
Interpret this legal clause related to tenancy law.,"or (ii) where the premises were not let on the 1st day of October 1987 or the rent at which they were last let before that day, plus increase of 5 per cent.","or (ii) where the premises were not let on the 1st day of October 1987 or the rent at which they were last let before that day, plus increase of 5 per cent.",Section 18,eng_maharashtra_rent_control_ac.pdf
Provide a short summary of this legal provision.,"or (ii) where the premises were not let on the 1st day of October 1987 or the rent at which they were last let before that day, plus increase of 5 per cent.","or (ii) where the premises were not let on the 1st day of October 1987 or the rent at which they were last let before that day, plus increase of 5 per cent.",Section 18,eng_maharashtra_rent_control_ac.pdf
Identify the legal topic of the following clause.,"or (ii) where the premises were not let on the 1st day of October 1987 or the rent at which they were last let before that day, plus increase of 5 per cent.",tenancy law,Section 18,eng_maharashtra_rent_control_ac.pdf
Simplify the following tenancy law provision.,"in the rent of the premises let before the 1st day of October 1987, or (c) in any of the cases specified in section 8, the rent fixed by the Court;","in the rent of the premises let before the 1st day of October 1987, or (c) in any of the cases specified in section 8, the rent fixed by the Court;",Section 18,eng_maharashtra_rent_control_ac.pdf
Summarize the following tenancy law clause.,"in the rent of the premises let before the 1st day of October 1987, or (c) in any of the cases specified in section 8, the rent fixed by the Court;","in the rent of the premises let before the 1st day of October 1987, or (c) in any of the cases specified in section 8, the rent fixed by the Court;",Section 18,eng_maharashtra_rent_control_ac.pdf
Identify the legal topic of the following clause.,"in the rent of the premises let before the 1st day of October 1987, or (c) in any of the cases specified in section 8, the rent fixed by the Court;",tenancy law,Section 18,eng_maharashtra_rent_control_ac.pdf
Explain the following tenancy law clause in simple terms.,"XVIII (i) where they are let for residence, is residing, or (ii) where they are let for education, business, trade or storage, is using the premises for any such purpose, with the tenant at the time of his death, or in the absence of such member, any heir of the deceased tenant, as may be decided, in the absence of agreement by, the court.","XVIII (i) where they are let for residence, is residing, or (ii) where they are let for education, business, trade or storage, is using the premises for any such purpose, with the tenant at the time of his death, or in the absence of such member, any heir of the deceased tenant, as may be decided, in the absence of agreement by, the court.",Section 18,eng_maharashtra_rent_control_ac.pdf
Provide a short summary of this legal provision.,"XVIII (i) where they are let for residence, is residing, or (ii) where they are let for education, business, trade or storage, is using the premises for any such purpose, with the tenant at the time of his death, or in the absence of such member, any heir of the deceased tenant, as may be decided, in the absence of agreement by, the court.","XVIII (i) where they are let for residence, is residing, or (ii) where they are let for education, business, trade or storage, is using the premises for any such purpose, with the tenant at the time of his death, or in the absence of such member, any heir of the deceased tenant, as may be decided, in the absence of agreement by, the court.",Section 18,eng_maharashtra_rent_control_ac.pdf
Identify the legal topic of the following clause.,"XVIII (i) where they are let for residence, is residing, or (ii) where they are let for education, business, trade or storage, is using the premises for any such purpose, with the tenant at the time of his death, or in the absence of such member, any heir of the deceased tenant, as may be decided, in the absence of agreement by, the court.",tenancy law,Section 18,eng_maharashtra_rent_control_ac.pdf
Explain the following tenancy law clause in simple terms.,"Explanation.— The provisions of this clause for transmission of tenancy shall not be restricted to the death of the original tenant, but shall apply even on the death of any subsequent tenant, who becomes tenant under these provisions on the death of the last preceding tenant.","Explanation.— The provisions of this clause for transmission of tenancy shall not be restricted to the death of the original tenant, but shall apply even on the death of any subsequent tenant, who becomes tenant under these provisions on the death of the last preceding tenant.",Section 18,eng_maharashtra_rent_control_ac.pdf
Provide a short summary of this legal provision.,"Explanation.— The provisions of this clause for transmission of tenancy shall not be restricted to the death of the original tenant, but shall apply even on the death of any subsequent tenant, who becomes tenant under these provisions on the death of the last preceding tenant.","Explanation.— The provisions of this clause for transmission of tenancy shall not be restricted to the death of the original tenant, but shall apply even on the death of any subsequent tenant, who becomes tenant under these provisions on the death of the last preceding tenant.",Section 18,eng_maharashtra_rent_control_ac.pdf
